,source,target,capacity,geo
620,504707363,2090571394,840000000,"LINESTRING (24.6767497 61.7428913, 27.6185236 62.8268329)"
621,504707363,9510316607,840000000,"LINESTRING (24.6767497 61.7428913, 27.1649823 62.2929372)"
622,504707363,1702699450,840000000,"LINESTRING (24.6767497 61.7428913, 26.500334 62.3216736)"
623,504707363,2086327496,840000000,"LINESTRING (24.6767497 61.7428913, 25.9993896 61.5817699)"
624,504707363,1673355821,840000000,"LINESTRING (24.6767497 61.7428913, 26.1007795 61.7924583)"
625,504707363,1704356599,840000000,"LINESTRING (24.6767497 61.7428913, 26.620813 61.9866114)"
626,504707363,2504888862,840000000,"LINESTRING (24.6767497 61.7428913, 25.458512 62.5241243)"
627,504707363,1790799758,840000000,"LINESTRING (24.6767497 61.7428913, 25.212066 62.2705291)"
628,504707363,959583291,840000000,"LINESTRING (24.6767497 61.7428913, 25.7026208 62.2287003)"
629,504707363,524673995,840000000,"LINESTRING (24.6767497 61.7428913, 25.6812873 62.1671715)"
630,504707363,1802476065,840000000,"LINESTRING (24.6767497 61.7428913, 25.7667659 62.1372276)"
631,504707363,5734029445,840000000,"LINESTRING (24.6767497 61.7428913, 25.1462878 61.572053)"
632,504707363,536080120,840000000,"LINESTRING (24.6767497 61.7428913, 25.0675336 63.4657145)"
633,504707363,8572948247,840000000,"LINESTRING (24.6767497 61.7428913, 25.0454267 63.3655759)"
634,504707363,1655226900,840000000,"LINESTRING (24.6767497 61.7428913, 25.0048267 62.9359946)"
635,504707363,1890384340,840000000,"LINESTRING (24.6767497 61.7428913, 25.3001094 60.6527074)"
636,504707363,1890384337,840000000,"LINESTRING (24.6767497 61.7428913, 25.2975929 60.6520375)"
637,504707363,1134834266,840000000,"LINESTRING (24.6767497 61.7428913, 24.7753296 60.7246859)"
638,504707363,4833582360,840000000,"LINESTRING (24.6767497 61.7428913, 24.4778804 60.7165011)"
639,504707363,5655452751,840000000,"LINESTRING (24.6767497 61.7428913, 23.7285267 60.7611611)"
640,504707363,2289129983,840000000,"LINESTRING (24.6767497 61.7428913, 24.6265751 60.9080935)"
641,504707363,1138373767,840000000,"LINESTRING (24.6767497 61.7428913, 24.4615879 61.0153639)"
642,504707363,1138372990,840000000,"LINESTRING (24.6767497 61.7428913, 24.4928522 60.9956502)"
643,504707363,10035810249,840000000,"LINESTRING (24.6767497 61.7428913, 25.3619538 61.1886805)"
644,504707363,1889762974,840000000,"LINESTRING (24.6767497 61.7428913, 25.3474377 60.9116007)"
645,504707363,587663666,840000000,"LINESTRING (24.6767497 61.7428913, 25.5166734 60.981735)"
646,504707363,2101622556,840000000,"LINESTRING (24.6767497 61.7428913, 25.1631093 61.8570284)"
647,504707363,2094639385,840000000,"LINESTRING (24.6767497 61.7428913, 24.4779928 62.0045277)"
648,504707363,3575334938,840000000,"LINESTRING (24.6767497 61.7428913, 24.1647015 61.9804063)"
649,504707363,2097682897,840000000,"LINESTRING (24.6767497 61.7428913, 24.426309 61.791843)"
650,506109270,5048354290,77000000,"LINESTRING (21.8129216 61.487099, 21.8121483 61.4883354)"
651,506109270,3570335702,77000000,"LINESTRING (21.8129216 61.487099, 22.3665079 61.2692393)"
652,506109270,6402026636,77000000,"LINESTRING (21.8129216 61.487099, 22.318961 61.2549123)"
653,506109270,6657383046,77000000,"LINESTRING (21.8129216 61.487099, 22.8532605 61.4293966)"
654,506109270,1142488238,77000000,"LINESTRING (21.8129216 61.487099, 21.9892785 61.6887872)"
655,506109270,5876673097,77000000,"LINESTRING (21.8129216 61.487099, 22.115905 61.3205672)"
656,506109270,1139781004,77000000,"LINESTRING (21.8129216 61.487099, 21.5043622 61.119661)"
657,506109270,2470463719,77000000,"LINESTRING (21.8129216 61.487099, 22.7405099 61.1449353)"
658,506109270,3536595671,77000000,"LINESTRING (21.8129216 61.487099, 23.182863 60.9493187)"
659,506109270,2072239268,77000000,"LINESTRING (21.8129216 61.487099, 22.9759017 61.0291219)"
660,506109270,3570335697,77000000,"LINESTRING (21.8129216 61.487099, 22.3759571 61.2603642)"
661,506109270,1140633388,77000000,"LINESTRING (21.8129216 61.487099, 21.517448 61.235017)"
662,506109270,1140620744,77000000,"LINESTRING (21.8129216 61.487099, 21.4701626 61.2472977)"
663,506109270,1532668681,77000000,"LINESTRING (21.8129216 61.487099, 21.3837113 61.0005908)"
664,506109270,2447950442,77000000,"LINESTRING (21.8129216 61.487099, 21.5705728 60.8212358)"
665,506109270,4031299384,77000000,"LINESTRING (21.8129216 61.487099, 21.6884185 60.8840422)"
666,506109270,1140782290,77000000,"LINESTRING (21.8129216 61.487099, 21.4445947 61.2380914)"
667,506109270,1140782315,77000000,"LINESTRING (21.8129216 61.487099, 21.4411636 61.237139)"
668,506109270,8661869141,77000000,"LINESTRING (21.8129216 61.487099, 22.1244106 61.1289473)"
669,506109270,9875973160,77000000,"LINESTRING (21.8129216 61.487099, 22.0232467 61.3581774)"
670,506109270,1095224372,77000000,"LINESTRING (21.8129216 61.487099, 21.8686597 61.4265672)"
671,515153845,1142555032,231000000,"LINESTRING (22.3683551 61.8193746, 21.5259449 61.8591846)"
672,515153845,7392526184,231000000,"LINESTRING (22.3683551 61.8193746, 22.3905169 62.3973078)"
673,515153845,1142488238,231000000,"LINESTRING (22.3683551 61.8193746, 21.9892785 61.6887872)"
674,515153845,1147149342,231000000,"LINESTRING (22.3683551 61.8193746, 21.8597518 61.8768981)"
675,515153845,5358780513,231000000,"LINESTRING (22.3683551 61.8193746, 22.5041517 62.0707445)"
676,515153845,1147918206,231000000,"LINESTRING (22.3683551 61.8193746, 21.9914787 62.1336826)"
677,515153845,3274705469,231000000,"LINESTRING (22.3683551 61.8193746, 22.2797142 61.9842699)"
678,524673995,1802476065,231000000,"LINESTRING (25.6812873 62.1671715, 25.7667659 62.1372276)"
679,524673995,959583291,231000000,"LINESTRING (25.6812873 62.1671715, 25.7026208 62.2287003)"
680,524673995,1790799758,231000000,"LINESTRING (25.6812873 62.1671715, 25.212066 62.2705291)"
681,524673995,1652865042,231000000,"LINESTRING (25.6812873 62.1671715, 24.8853242 62.4425621)"
682,524673995,1890384340,231000000,"LINESTRING (25.6812873 62.1671715, 25.3001094 60.6527074)"
683,524673995,1890384337,231000000,"LINESTRING (25.6812873 62.1671715, 25.2975929 60.6520375)"
684,524673995,1134834266,231000000,"LINESTRING (25.6812873 62.1671715, 24.7753296 60.7246859)"
685,524673995,4833582360,231000000,"LINESTRING (25.6812873 62.1671715, 24.4778804 60.7165011)"
686,524673995,5655452751,231000000,"LINESTRING (25.6812873 62.1671715, 23.7285267 60.7611611)"
687,524673995,2289129983,231000000,"LINESTRING (25.6812873 62.1671715, 24.6265751 60.9080935)"
688,524673995,1138373767,231000000,"LINESTRING (25.6812873 62.1671715, 24.4615879 61.0153639)"
689,524673995,1138372990,231000000,"LINESTRING (25.6812873 62.1671715, 24.4928522 60.9956502)"
690,524673995,10035810249,231000000,"LINESTRING (25.6812873 62.1671715, 25.3619538 61.1886805)"
691,524673995,1889762974,231000000,"LINESTRING (25.6812873 62.1671715, 25.3474377 60.9116007)"
692,524673995,587663666,231000000,"LINESTRING (25.6812873 62.1671715, 25.5166734 60.981735)"
693,524673995,2101622556,231000000,"LINESTRING (25.6812873 62.1671715, 25.1631093 61.8570284)"
694,524673995,1613006431,231000000,"LINESTRING (25.6812873 62.1671715, 24.6560889 62.2820018)"
695,524673995,1815903124,231000000,"LINESTRING (25.6812873 62.1671715, 24.45575 61.8156299)"
696,524673995,1339479215,231000000,"LINESTRING (25.6812873 62.1671715, 24.3733159 61.6784486)"
697,524673995,2097682897,231000000,"LINESTRING (25.6812873 62.1671715, 24.426309 61.791843)"
698,524673995,3575334938,231000000,"LINESTRING (25.6812873 62.1671715, 24.1647015 61.9804063)"
699,524673995,2094639385,231000000,"LINESTRING (25.6812873 62.1671715, 24.4779928 62.0045277)"
700,524673995,5734029445,231000000,"LINESTRING (25.6812873 62.1671715, 25.1462878 61.572053)"
701,524673995,536080120,231000000,"LINESTRING (25.6812873 62.1671715, 25.0675336 63.4657145)"
702,524673995,8572948247,231000000,"LINESTRING (25.6812873 62.1671715, 25.0454267 63.3655759)"
703,524673995,1655226900,231000000,"LINESTRING (25.6812873 62.1671715, 25.0048267 62.9359946)"
704,524673995,5208096275,231000000,"LINESTRING (25.6812873 62.1671715, 25.6605549 62.7437219)"
705,524673995,1627641575,231000000,"LINESTRING (25.6812873 62.1671715, 25.267161 62.7215245)"
706,524673995,3544068285,231000000,"LINESTRING (25.6812873 62.1671715, 26.3456175 60.371702)"
707,524673995,1886541905,231000000,"LINESTRING (25.6812873 62.1671715, 25.3047059 60.4509767)"
708,524673995,1885661000,231000000,"LINESTRING (25.6812873 62.1671715, 25.6392302 60.4375144)"
709,524673995,1420510764,231000000,"LINESTRING (25.6812873 62.1671715, 26.504031 60.4960019)"
710,524673995,8381797554,231000000,"LINESTRING (25.6812873 62.1671715, 26.2308371 60.4654414)"
711,524673995,1788509068,231000000,"LINESTRING (25.6812873 62.1671715, 26.8423461 60.6893255)"
712,524673995,1788509352,231000000,"LINESTRING (25.6812873 62.1671715, 26.8343314 60.6956776)"
713,524673995,1540709741,231000000,"LINESTRING (25.6812873 62.1671715, 26.5929626 60.8828872)"
714,524673995,1540710285,231000000,"LINESTRING (25.6812873 62.1671715, 26.3429688 60.9029674)"
715,524673995,1889840986,231000000,"LINESTRING (25.6812873 62.1671715, 25.70523 60.8079744)"
716,524673995,7724081389,231000000,"LINESTRING (25.6812873 62.1671715, 25.6586391 60.9519943)"
717,524673995,1540710294,231000000,"LINESTRING (25.6812873 62.1671715, 26.3389125 60.903297)"
718,524673995,5634462002,231000000,"LINESTRING (25.6812873 62.1671715, 26.2516538 60.9472744)"
719,524673995,3751497036,231000000,"LINESTRING (25.6812873 62.1671715, 26.1391354 61.0890892)"
720,524673995,5084426382,231000000,"LINESTRING (25.6812873 62.1671715, 26.0481069 61.2011898)"
721,524673995,1540709683,231000000,"LINESTRING (25.6812873 62.1671715, 26.5969437 60.8788542)"
722,524673995,1883245173,231000000,"LINESTRING (25.6812873 62.1671715, 25.6618971 60.406646)"
723,524673995,3544068280,231000000,"LINESTRING (25.6812873 62.1671715, 26.3449591 60.3708728)"
724,524673995,1639894556,231000000,"LINESTRING (25.6812873 62.1671715, 27.8605096 61.1317451)"
725,524673995,2302343980,231000000,"LINESTRING (25.6812873 62.1671715, 27.6182098 60.7431338)"
726,524673995,2759244272,231000000,"LINESTRING (25.6812873 62.1671715, 28.2903358 61.0100448)"
727,524673995,1557762135,231000000,"LINESTRING (25.6812873 62.1671715, 27.6298342 60.9328902)"
728,524673995,1703644862,231000000,"LINESTRING (25.6812873 62.1671715, 27.8394065 62.3320753)"
729,524673995,1956550790,231000000,"LINESTRING (25.6812873 62.1671715, 27.764053 62.4856149)"
730,524673995,8390726650,231000000,"LINESTRING (25.6812873 62.1671715, 27.1064736 62.5964514)"
731,524673995,2636358023,231000000,"LINESTRING (25.6812873 62.1671715, 26.8825597 62.6419554)"
732,524673995,2090571394,231000000,"LINESTRING (25.6812873 62.1671715, 27.6185236 62.8268329)"
733,524673995,9510316607,231000000,"LINESTRING (25.6812873 62.1671715, 27.1649823 62.2929372)"
734,524673995,1702699450,231000000,"LINESTRING (25.6812873 62.1671715, 26.500334 62.3216736)"
735,524673995,2086327496,231000000,"LINESTRING (25.6812873 62.1671715, 25.9993896 61.5817699)"
736,524673995,1673355821,231000000,"LINESTRING (25.6812873 62.1671715, 26.1007795 61.7924583)"
737,524673995,1704356599,231000000,"LINESTRING (25.6812873 62.1671715, 26.620813 61.9866114)"
738,524673995,2504888862,231000000,"LINESTRING (25.6812873 62.1671715, 25.458512 62.5241243)"
739,536080120,1652865042,231000000,"LINESTRING (25.0675336 63.4657145, 24.8853242 62.4425621)"
740,536080120,1890384340,231000000,"LINESTRING (25.0675336 63.4657145, 25.3001094 60.6527074)"
741,536080120,1890384337,231000000,"LINESTRING (25.0675336 63.4657145, 25.2975929 60.6520375)"
742,536080120,1134834266,231000000,"LINESTRING (25.0675336 63.4657145, 24.7753296 60.7246859)"
743,536080120,4833582360,231000000,"LINESTRING (25.0675336 63.4657145, 24.4778804 60.7165011)"
744,536080120,5655452751,231000000,"LINESTRING (25.0675336 63.4657145, 23.7285267 60.7611611)"
745,536080120,2289129983,231000000,"LINESTRING (25.0675336 63.4657145, 24.6265751 60.9080935)"
746,536080120,1138373767,231000000,"LINESTRING (25.0675336 63.4657145, 24.4615879 61.0153639)"
747,536080120,1138372990,231000000,"LINESTRING (25.0675336 63.4657145, 24.4928522 60.9956502)"
748,536080120,10035810249,231000000,"LINESTRING (25.0675336 63.4657145, 25.3619538 61.1886805)"
749,536080120,1889762974,231000000,"LINESTRING (25.0675336 63.4657145, 25.3474377 60.9116007)"
750,536080120,587663666,231000000,"LINESTRING (25.0675336 63.4657145, 25.5166734 60.981735)"
751,536080120,2101622556,231000000,"LINESTRING (25.0675336 63.4657145, 25.1631093 61.8570284)"
752,536080120,1613006431,231000000,"LINESTRING (25.0675336 63.4657145, 24.6560889 62.2820018)"
753,536080120,1815903124,231000000,"LINESTRING (25.0675336 63.4657145, 24.45575 61.8156299)"
754,536080120,1339479215,231000000,"LINESTRING (25.0675336 63.4657145, 24.3733159 61.6784486)"
755,536080120,2097682897,231000000,"LINESTRING (25.0675336 63.4657145, 24.426309 61.791843)"
756,536080120,3575334938,231000000,"LINESTRING (25.0675336 63.4657145, 24.1647015 61.9804063)"
757,536080120,2094639385,231000000,"LINESTRING (25.0675336 63.4657145, 24.4779928 62.0045277)"
758,536080120,5208096275,231000000,"LINESTRING (25.0675336 63.4657145, 25.6605549 62.7437219)"
759,536080120,1627641575,231000000,"LINESTRING (25.0675336 63.4657145, 25.267161 62.7215245)"
760,536080120,3544068285,231000000,"LINESTRING (25.0675336 63.4657145, 26.3456175 60.371702)"
761,536080120,1886541905,231000000,"LINESTRING (25.0675336 63.4657145, 25.3047059 60.4509767)"
762,536080120,1885661000,231000000,"LINESTRING (25.0675336 63.4657145, 25.6392302 60.4375144)"
763,536080120,1420510764,231000000,"LINESTRING (25.0675336 63.4657145, 26.504031 60.4960019)"
764,536080120,8381797554,231000000,"LINESTRING (25.0675336 63.4657145, 26.2308371 60.4654414)"
765,536080120,1788509068,231000000,"LINESTRING (25.0675336 63.4657145, 26.8423461 60.6893255)"
766,536080120,1788509352,231000000,"LINESTRING (25.0675336 63.4657145, 26.8343314 60.6956776)"
767,536080120,1540709741,231000000,"LINESTRING (25.0675336 63.4657145, 26.5929626 60.8828872)"
768,536080120,1540710285,231000000,"LINESTRING (25.0675336 63.4657145, 26.3429688 60.9029674)"
769,536080120,1889840986,231000000,"LINESTRING (25.0675336 63.4657145, 25.70523 60.8079744)"
770,536080120,7724081389,231000000,"LINESTRING (25.0675336 63.4657145, 25.6586391 60.9519943)"
771,536080120,1540710294,231000000,"LINESTRING (25.0675336 63.4657145, 26.3389125 60.903297)"
772,536080120,5634462002,231000000,"LINESTRING (25.0675336 63.4657145, 26.2516538 60.9472744)"
773,536080120,3751497036,231000000,"LINESTRING (25.0675336 63.4657145, 26.1391354 61.0890892)"
774,536080120,5084426382,231000000,"LINESTRING (25.0675336 63.4657145, 26.0481069 61.2011898)"
775,536080120,1540709683,231000000,"LINESTRING (25.0675336 63.4657145, 26.5969437 60.8788542)"
776,536080120,1883245173,231000000,"LINESTRING (25.0675336 63.4657145, 25.6618971 60.406646)"
777,536080120,3544068280,231000000,"LINESTRING (25.0675336 63.4657145, 26.3449591 60.3708728)"
778,536080120,1639894556,231000000,"LINESTRING (25.0675336 63.4657145, 27.8605096 61.1317451)"
779,536080120,2302343980,231000000,"LINESTRING (25.0675336 63.4657145, 27.6182098 60.7431338)"
780,536080120,2759244272,231000000,"LINESTRING (25.0675336 63.4657145, 28.2903358 61.0100448)"
781,536080120,1557762135,231000000,"LINESTRING (25.0675336 63.4657145, 27.6298342 60.9328902)"
782,536080120,1703644862,231000000,"LINESTRING (25.0675336 63.4657145, 27.8394065 62.3320753)"
783,536080120,1956550790,231000000,"LINESTRING (25.0675336 63.4657145, 27.764053 62.4856149)"
784,536080120,8390726650,231000000,"LINESTRING (25.0675336 63.4657145, 27.1064736 62.5964514)"
785,536080120,2636358023,231000000,"LINESTRING (25.0675336 63.4657145, 26.8825597 62.6419554)"
786,536080120,2090571394,231000000,"LINESTRING (25.0675336 63.4657145, 27.6185236 62.8268329)"
787,536080120,9510316607,231000000,"LINESTRING (25.0675336 63.4657145, 27.1649823 62.2929372)"
788,536080120,1702699450,231000000,"LINESTRING (25.0675336 63.4657145, 26.500334 62.3216736)"
789,536080120,2086327496,231000000,"LINESTRING (25.0675336 63.4657145, 25.9993896 61.5817699)"
790,536080120,1673355821,231000000,"LINESTRING (25.0675336 63.4657145, 26.1007795 61.7924583)"
791,536080120,1704356599,231000000,"LINESTRING (25.0675336 63.4657145, 26.620813 61.9866114)"
792,536080120,2504888862,231000000,"LINESTRING (25.0675336 63.4657145, 25.458512 62.5241243)"
793,536080120,1790799758,231000000,"LINESTRING (25.0675336 63.4657145, 25.212066 62.2705291)"
794,536080120,959583291,231000000,"LINESTRING (25.0675336 63.4657145, 25.7026208 62.2287003)"
795,536080120,1802476065,231000000,"LINESTRING (25.0675336 63.4657145, 25.7667659 62.1372276)"
796,536080120,5734029445,231000000,"LINESTRING (25.0675336 63.4657145, 25.1462878 61.572053)"
797,536080120,1655226900,231000000,"LINESTRING (25.0675336 63.4657145, 25.0048267 62.9359946)"
798,536080120,8572948247,231000000,"LINESTRING (25.0675336 63.4657145, 25.0454267 63.3655759)"
799,536080120,5739088836,231000000,"LINESTRING (25.0675336 63.4657145, 25.1513645 63.5734733)"
800,536080120,761315706,231000000,"LINESTRING (25.0675336 63.4657145, 25.2670098 63.758674)"
801,536080120,5739088840,231000000,"LINESTRING (25.0675336 63.4657145, 25.0152716 63.1269999)"
802,536794286,4019907224,462000000,"LINESTRING (27.3812863 66.7143292, 27.3778866 66.7123996)"
803,536794286,3918207110,462000000,"LINESTRING (27.3812863 66.7143292, 24.7885503 66.1221931)"
804,536794286,824065662,462000000,"LINESTRING (27.3812863 66.7143292, 24.5664309 65.7547278)"
805,536794286,9338582017,462000000,"LINESTRING (27.3812863 66.7143292, 24.526268 65.7568881)"
806,536794286,1524443864,462000000,"LINESTRING (27.3812863 66.7143292, 24.5211286 65.8028059)"
807,536794286,3918207106,462000000,"LINESTRING (27.3812863 66.7143292, 24.7578209 66.1163181)"
808,536794286,4114194749,462000000,"LINESTRING (27.3812863 66.7143292, 24.7760999 67.7026025)"
809,536794286,4149848506,462000000,"LINESTRING (27.3812863 66.7143292, 24.7805967 67.4724091)"
810,536794286,4563368762,462000000,"LINESTRING (27.3812863 66.7143292, 26.5346654 67.4163062)"
811,536794286,4501852216,462000000,"LINESTRING (27.3812863 66.7143292, 25.7654448 66.4927814)"
812,536794286,3943006127,462000000,"LINESTRING (27.3812863 66.7143292, 26.8523959 66.3428274)"
813,536794286,9650996572,462000000,"LINESTRING (27.3812863 66.7143292, 27.771898 66.1658133)"
814,536794286,2717983724,462000000,"LINESTRING (27.3812863 66.7143292, 26.5090631 65.9347399)"
815,536794286,3943008213,462000000,"LINESTRING (27.3812863 66.7143292, 27.4764287 67.1103762)"
816,536794286,5954207823,462000000,"LINESTRING (27.3812863 66.7143292, 28.6607362 66.8163143)"
817,538122764,4836046690,77000000,"LINESTRING (28.2734826 65.542922, 27.0208478 65.350509)"
818,538122764,5200152570,77000000,"LINESTRING (28.2734826 65.542922, 28.1808754 66.1048317)"
819,538122764,9650996572,77000000,"LINESTRING (28.2734826 65.542922, 27.771898 66.1658133)"
820,538122764,4462380993,77000000,"LINESTRING (28.2734826 65.542922, 29.09492 65.9481175)"
821,546285003,4351239720,231000000,"LINESTRING (23.7030957 66.385054, 23.703566 66.3829492)"
822,546285003,5844006785,231000000,"LINESTRING (23.7030957 66.385054, 23.9882296 66.7707367)"
823,556787705,3904635518,77000000,"LINESTRING (30.0402228 62.3994526, 30.1639393 62.3501406)"
824,587663666,1890384340,77000000,"LINESTRING (25.5166734 60.981735, 25.3001094 60.6527074)"
825,587663666,1890384337,77000000,"LINESTRING (25.5166734 60.981735, 25.2975929 60.6520375)"
826,587663666,1134834266,77000000,"LINESTRING (25.5166734 60.981735, 24.7753296 60.7246859)"
827,587663666,4833582360,77000000,"LINESTRING (25.5166734 60.981735, 24.4778804 60.7165011)"
828,587663666,5655452751,77000000,"LINESTRING (25.5166734 60.981735, 23.7285267 60.7611611)"
829,587663666,2289129983,77000000,"LINESTRING (25.5166734 60.981735, 24.6265751 60.9080935)"
830,587663666,1138373767,77000000,"LINESTRING (25.5166734 60.981735, 24.4615879 61.0153639)"
831,587663666,1138372990,77000000,"LINESTRING (25.5166734 60.981735, 24.4928522 60.9956502)"
832,587663666,2101622556,77000000,"LINESTRING (25.5166734 60.981735, 25.1631093 61.8570284)"
833,587663666,1652865042,77000000,"LINESTRING (25.5166734 60.981735, 24.8853242 62.4425621)"
834,587663666,5208096275,77000000,"LINESTRING (25.5166734 60.981735, 25.6605549 62.7437219)"
835,587663666,1627641575,77000000,"LINESTRING (25.5166734 60.981735, 25.267161 62.7215245)"
836,587663666,3544068285,77000000,"LINESTRING (25.5166734 60.981735, 26.3456175 60.371702)"
837,587663666,1886541905,77000000,"LINESTRING (25.5166734 60.981735, 25.3047059 60.4509767)"
838,587663666,1885661000,77000000,"LINESTRING (25.5166734 60.981735, 25.6392302 60.4375144)"
839,587663666,1420510764,77000000,"LINESTRING (25.5166734 60.981735, 26.504031 60.4960019)"
840,587663666,8381797554,77000000,"LINESTRING (25.5166734 60.981735, 26.2308371 60.4654414)"
841,587663666,1788509068,77000000,"LINESTRING (25.5166734 60.981735, 26.8423461 60.6893255)"
842,587663666,1788509352,77000000,"LINESTRING (25.5166734 60.981735, 26.8343314 60.6956776)"
843,587663666,1540709741,77000000,"LINESTRING (25.5166734 60.981735, 26.5929626 60.8828872)"
844,587663666,1540710285,77000000,"LINESTRING (25.5166734 60.981735, 26.3429688 60.9029674)"
845,587663666,1889840986,77000000,"LINESTRING (25.5166734 60.981735, 25.70523 60.8079744)"
846,587663666,7724081389,77000000,"LINESTRING (25.5166734 60.981735, 25.6586391 60.9519943)"
847,587663666,1540710294,77000000,"LINESTRING (25.5166734 60.981735, 26.3389125 60.903297)"
848,587663666,5634462002,77000000,"LINESTRING (25.5166734 60.981735, 26.2516538 60.9472744)"
849,587663666,3751497036,77000000,"LINESTRING (25.5166734 60.981735, 26.1391354 61.0890892)"
850,587663666,5084426382,77000000,"LINESTRING (25.5166734 60.981735, 26.0481069 61.2011898)"
851,587663666,1540709683,77000000,"LINESTRING (25.5166734 60.981735, 26.5969437 60.8788542)"
852,587663666,1883245173,77000000,"LINESTRING (25.5166734 60.981735, 25.6618971 60.406646)"
853,587663666,3544068280,77000000,"LINESTRING (25.5166734 60.981735, 26.3449591 60.3708728)"
854,587663666,1639894556,77000000,"LINESTRING (25.5166734 60.981735, 27.8605096 61.1317451)"
855,587663666,2302343980,77000000,"LINESTRING (25.5166734 60.981735, 27.6182098 60.7431338)"
856,587663666,2759244272,77000000,"LINESTRING (25.5166734 60.981735, 28.2903358 61.0100448)"
857,587663666,1557762135,77000000,"LINESTRING (25.5166734 60.981735, 27.6298342 60.9328902)"
858,587663666,1703644862,77000000,"LINESTRING (25.5166734 60.981735, 27.8394065 62.3320753)"
859,587663666,1956550790,77000000,"LINESTRING (25.5166734 60.981735, 27.764053 62.4856149)"
860,587663666,8390726650,77000000,"LINESTRING (25.5166734 60.981735, 27.1064736 62.5964514)"
861,587663666,2636358023,77000000,"LINESTRING (25.5166734 60.981735, 26.8825597 62.6419554)"
862,587663666,2090571394,77000000,"LINESTRING (25.5166734 60.981735, 27.6185236 62.8268329)"
863,587663666,9510316607,77000000,"LINESTRING (25.5166734 60.981735, 27.1649823 62.2929372)"
864,587663666,1702699450,77000000,"LINESTRING (25.5166734 60.981735, 26.500334 62.3216736)"
865,587663666,2086327496,77000000,"LINESTRING (25.5166734 60.981735, 25.9993896 61.5817699)"
866,587663666,1673355821,77000000,"LINESTRING (25.5166734 60.981735, 26.1007795 61.7924583)"
867,587663666,1704356599,77000000,"LINESTRING (25.5166734 60.981735, 26.620813 61.9866114)"
868,587663666,2504888862,77000000,"LINESTRING (25.5166734 60.981735, 25.458512 62.5241243)"
869,587663666,1790799758,77000000,"LINESTRING (25.5166734 60.981735, 25.212066 62.2705291)"
870,587663666,959583291,77000000,"LINESTRING (25.5166734 60.981735, 25.7026208 62.2287003)"
871,587663666,1802476065,77000000,"LINESTRING (25.5166734 60.981735, 25.7667659 62.1372276)"
872,587663666,1613006431,77000000,"LINESTRING (25.5166734 60.981735, 24.6560889 62.2820018)"
873,587663666,1815903124,77000000,"LINESTRING (25.5166734 60.981735, 24.45575 61.8156299)"
874,587663666,1339479215,77000000,"LINESTRING (25.5166734 60.981735, 24.3733159 61.6784486)"
875,587663666,2097682897,77000000,"LINESTRING (25.5166734 60.981735, 24.426309 61.791843)"
876,587663666,3575334938,77000000,"LINESTRING (25.5166734 60.981735, 24.1647015 61.9804063)"
877,587663666,2094639385,77000000,"LINESTRING (25.5166734 60.981735, 24.4779928 62.0045277)"
878,587663666,5734029445,77000000,"LINESTRING (25.5166734 60.981735, 25.1462878 61.572053)"
879,587663666,8572948247,77000000,"LINESTRING (25.5166734 60.981735, 25.0454267 63.3655759)"
880,587663666,1655226900,77000000,"LINESTRING (25.5166734 60.981735, 25.0048267 62.9359946)"
881,587663666,10035810249,77000000,"LINESTRING (25.5166734 60.981735, 25.3619538 61.1886805)"
882,587663666,1889762974,77000000,"LINESTRING (25.5166734 60.981735, 25.3474377 60.9116007)"
883,634989945,6175259891,231000000,"LINESTRING (26.3897487 62.6820028, 26.3577273 62.6786359)"
884,634989945,2636358023,231000000,"LINESTRING (26.3897487 62.6820028, 26.8825597 62.6419554)"
885,667023388,667025222,231000000,"LINESTRING (26.3290905 63.1854722, 26.7813045 63.2056734)"
886,667025222,2104005937,231000000,"LINESTRING (26.7813045 63.2056734, 26.8376999 62.9764309)"
887,667025222,1628928956,231000000,"LINESTRING (26.7813045 63.2056734, 27.8036751 62.1645632)"
888,667025222,1568818115,231000000,"LINESTRING (26.7813045 63.2056734, 28.4889763 62.534066)"
889,667025222,1568817939,231000000,"LINESTRING (26.7813045 63.2056734, 28.5684898 62.4794477)"
890,667025222,1573357894,231000000,"LINESTRING (26.7813045 63.2056734, 28.2948984 62.0557403)"
891,667025222,6477443704,231000000,"LINESTRING (26.7813045 63.2056734, 27.9050132 61.8746794)"
892,667025222,2405808249,231000000,"LINESTRING (26.7813045 63.2056734, 27.6382263 64.0703044)"
893,667025222,1638670944,231000000,"LINESTRING (26.7813045 63.2056734, 27.1641575 63.7536766)"
894,667025222,1802301445,231000000,"LINESTRING (26.7813045 63.2056734, 26.4038592 64.7487457)"
895,667025222,920091358,231000000,"LINESTRING (26.7813045 63.2056734, 24.9460436 63.9423915)"
896,667025222,1709364055,231000000,"LINESTRING (26.7813045 63.2056734, 24.5561378 64.0906912)"
897,667025222,1709364230,231000000,"LINESTRING (26.7813045 63.2056734, 24.4978678 64.1962926)"
898,667025222,3748249664,231000000,"LINESTRING (26.7813045 63.2056734, 24.7952659 64.2577724)"
899,667025222,1632040193,231000000,"LINESTRING (26.7813045 63.2056734, 25.3668244 64.1478642)"
900,667025222,1672840206,231000000,"LINESTRING (26.7813045 63.2056734, 25.5199431 64.820101)"
901,667025222,3961052124,231000000,"LINESTRING (26.7813045 63.2056734, 25.0581542 64.6783356)"
902,667025222,5547676002,231000000,"LINESTRING (26.7813045 63.2056734, 25.2281464 64.7507194)"
